Year,Type,Original funding cluster,Original funding cluster description,Original part of funding cluster,2020 funding cluster,2020 funding cluster description,Broad field of education,Student enrolments: commencing students,Student enrolments: not commencing students,Award course completions,Study area name,FTE +1yr (%),Overall Empl. +1yr (%),Median starting salary +1yr ($),Part funding cluster,Unit description,Field of education code,Maximum student contribution amounts,Commonwealth contribution amounts
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Anaesthesiology,60111,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",General Medicine,60101,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",General Practice,60119,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Internal Medicine,60117,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Medical Studies,60100,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Medical Studies not elsewhere classified,60199,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Obstetrics and Gynaecology,60107,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Paediatrics,60109,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Psychiatry,60105,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Radiology,60115,"$8,677","$18,610"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"30,952","60,530","18,423",Medicine,97.3,98.2,56,"Dentistry, medicine or veterinary science",Surgery,60103,"$8,677","$18,610"
2009,Old,Funding cluster 5,Nursing,Nursing,Funding cluster 6,Nursing,Health,"30,952","60,530","18,423",Nursing,92.6,97.7,49,Nursing,Nursing,603,"$4,162","$11,517"
2009,Old,Funding cluster 4,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"30,952","60,530","18,423",Pharmacy,97.7,99.3,36,Allied health,Pharmacy,605,"$7,412","$10,317"
2009,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, education, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"49,148","98,694","26,196",Psychology,65.5,90.5,47.1,Behavioural science or social studies,Behavioural Science,907,"$5,201","$8,389"
2009,Old,Funding cluster 4,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Society and Culture,"49,148","98,694","26,196",Psychology,65.5,90.5,47.1,Clinical psychology,Clinical psychology,907012,"$5,201","$10,317"
2009,Old,Funding cluster 4,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"30,952","60,530","18,423",Rehabilitation,89.9,97.6,50.2,Allied health,Occupational Therapy,61703,"$7,412","$10,317"
2009,Old,Funding cluster 4,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"30,952","60,530","18,423",Rehabilitation,89.9,97.6,50.2,Allied health,Physiotherapy,61701,"$7,412","$10,317"
2009,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, education, computing, built environment, other health",Mathematics or statistics,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,Mathematics or statistics,Mathematical Sciences,101,"$4,162","$8,389"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Biological Sciences,109,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Chemical Sciences,105,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Earth Sciences,107,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Food Science and Biotechnology,19905,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Forensic Science,19903,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Laboratory Technology,19909,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Natural and Physical Sciences not elsewhere classified,19999,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Other Natural and Physical Sciences,19900,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Pharmacology,19907,"$4,162","$14,664"
2009,Old,Funding cluster 6,"Engineering, science, surveying",Science,Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Science, Engineering or surveying",Physics and Astronomy,103,"$4,162","$14,664"
2009,Old,Funding cluster 7,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Natural and Physical Sciences,"19,467","36,376","11,207",Science and Mathematics,63.9,86.1,49,"Dentistry, medicine or veterinary science",Medical Science,19901,"$8,677","$18,610"
